Case_ID,Location_City,Location_State,Urban_Specific,Date_of_Marriage,Date_of_Separation,Date_of_Divorce,Duration_of_Marriage_Years,Divorce_Reason,Counseling_Attempted,Mediation_Used,Solution_Adopted,Process_Status,Legal_Process_Duration_Months,Children_Custody,Child_Support,Number_of_Children,Work_Life_Stress,Social_Media_Influence,Support_Network,COVID_Impact,Repeat_Marriage,Age_At_Marriage_Wife,Age_At_Marriage_Husband
1249,Noida,Uttar Pradesh,TRUE,2017-06-09,,,8.1,Lack of Compatibility,Yes,No,Reconciliation,Reconciled,9,NA,No,0,Medium,Yes,Parents,No,No,32,34
1250,Hyderabad,Telangana,TRUE,2014-12-20,2017-11-25,2019-04-02,4.3,Work-Life Imbalance,No,No,Mediation,Settled,5,Father,Yes,1,Medium,No,Friends,Yes,No,26,30
1251,Noida,Uttar Pradesh,TRUE,2014-11-23,2021-04-13,2023-01-17,8.2,Domestic Violence,Yes,No,Divorce,Settled,10,Mother,No,1,High,Yes,Friends,No,No,25,30
1252,Ahmedabad,Gujarat,TRUE,2010-08-01,2018-03-18,2018-08-16,8.0,Career Prioritization,No,Yes,Mediation,Pending,18,Joint,No,2,High,Yes,Parents,No,No,30,36
1253,Bengaluru,Karnataka,TRUE,2016-10-16,2024-01-16,,8.7,Work-Life Imbalance,No,Yes,Mediation,Reconciled,7,NA,Yes,1,Medium,No,Parents,Yes,No,29,31
1254,Bengaluru,Karnataka,TRUE,2010-05-01,2013-05-01,,15.2,Unrealistic Expectations,Yes,No,Mediation,Pending,10,NA,Yes,2,High,No,None,No,No,28,33
1255,Bengaluru,Karnataka,TRUE,2014-07-24,2023-01-13,2025-10-15,11.2,Lack of Compatibility,No,Yes,Mediation,Settled,5,Mother,No,1,High,No,NGO,No,No,24,30
1256,Hyderabad,Telangana,TRUE,2018-08-21,2021-10-13,2023-06-20,4.8,Lack of Communication,Yes,Yes,Counseling,Ongoing,14,Father,No,1,Medium,Yes,Friends,No,No,24,30
1257,Ahmedabad,Gujarat,TRUE,2010-10-11,2014-02-06,2015-10-27,5.0,Unrealistic Expectations,No,Yes,Reconciliation,Pending,15,NA,No,2,Low,Yes,Parents,No,No,23,25
1258,Noida,Uttar Pradesh,TRUE,2016-02-19,2021-03-21,,9.4,Work-Life Imbalance,Yes,No,Family Intervention,Pending,15,NA,Yes,0,High,No,Parents,Yes,Yes,24,25
1259,Ahmedabad,Gujarat,TRUE,2014-05-10,2021-03-15,2023-06-07,9.1,Unrealistic Expectations,No,No,Divorce,Reconciled,12,Father,No,1,High,Yes,None,No,No,27,32
1260,Ahmedabad,Gujarat,TRUE,2017-05-17,2020-09-18,,8.1,In-Laws Conflict,Yes,No,Reconciliation,Pending,22,NA,No,1,Low,Yes,None,Yes,No,26,32
1261,Delhi,Delhi,TRUE,2018-04-19,2024-01-03,,7.2,Unrealistic Expectations,Yes,Yes,Family Intervention,Ongoing,8,NA,No,0,High,No,NGO,Yes,No,27,31
1262,Chennai,Tamil Nadu,TRUE,2018-06-13,,,7.1,Infidelity,Yes,No,Mediation,Reconciled,17,NA,No,0,Low,No,None,No,No,29,35
1263,Delhi,Delhi,TRUE,2013-01-21,2020-07-28,2022-09-04,9.6,Financial Stress,Yes,No,Divorce,Reconciled,6,Joint,No,1,Medium,Yes,Friends,Yes,No,23,25
1264,Gurgaon,Haryana,TRUE,2017-08-14,2020-12-30,2020-01-13,2.4,Unrealistic Expectations,No,Yes,Counseling,Reconciled,14,Joint,No,1,Medium,Yes,None,No,No,25,30
1265,Noida,Uttar Pradesh,TRUE,2010-06-21,2014-09-09,,15.0,Domestic Violence,Yes,No,Reconciliation,Pending,9,NA,No,0,Medium,No,None,No,No,26,30
1266,Chennai,Tamil Nadu,TRUE,2013-12-15,2016-11-26,2016-08-17,2.7,Lack of Compatibility,No,No,Reconciliation,Settled,12,NA,No,0,Low,Yes,Parents,No,No,26,31
1267,Kolkata,West Bengal,TRUE,2017-04-26,2023-07-22,,8.2,Infidelity,No,No,Reconciliation,Pending,16,NA,No,0,Medium,No,NGO,No,No,28,31
1268,Delhi,Delhi,TRUE,2019-09-15,2024-06-17,,5.8,Infidelity,No,Yes,Counseling,Settled,14,NA,Yes,0,High,Yes,None,No,No,32,33
1269,Kolkata,West Bengal,TRUE,2015-11-25,2022-09-05,2024-10-31,8.9,Financial Stress,Yes,No,Reconciliation,Pending,19,Mother,No,1,High,Yes,None,No,No,31,34
1270,Kolkata,West Bengal,TRUE,2012-08-02,2017-10-31,,12.9,Lack of Compatibility,No,No,Counseling,Pending,17,NA,No,1,Medium,Yes,Friends,No,No,28,34
1271,Delhi,Delhi,TRUE,2011-01-25,2016-02-15,2018-06-24,7.4,Unrealistic Expectations,Yes,No,Mediation,Ongoing,8,Father,No,2,Medium,Yes,Friends,No,No,23,24
1272,Bengaluru,Karnataka,TRUE,2010-01-03,2018-04-19,2019-12-17,10.0,Career Prioritization,Yes,No,Divorce,Pending,18,Joint,Yes,1,Low,Yes,NGO,No,No,30,30
1273,Hyderabad,Telangana,TRUE,2017-08-19,2023-09-02,2025-12-13,8.3,Lack of Compatibility,Yes,No,Reconciliation,Pending,18,NA,Yes,0,High,Yes,Friends,No,No,29,35
1274,Kolkata,West Bengal,TRUE,2015-06-22,2024-11-13,,10.0,Infidelity,Yes,Yes,Divorce,Pending,15,NA,No,1,Medium,Yes,NGO,No,No,29,29
1275,Delhi,Delhi,TRUE,2013-10-07,2018-11-26,2018-04-20,4.5,Lack of Communication,Yes,No,Divorce,Ongoing,17,Joint,Yes,1,High,No,Friends,No,No,26,31
1276,Bengaluru,Karnataka,TRUE,2015-02-16,2021-04-23,,10.4,Infidelity,Yes,Yes,Family Intervention,Ongoing,14,NA,No,0,High,Yes,NGO,No,No,24,25
1277,Noida,Uttar Pradesh,TRUE,2018-11-16,,,6.6,Career Prioritization,No,No,Counseling,Reconciled,19,NA,Yes,0,Medium,Yes,Friends,No,No,27,33
1278,Gurgaon,Haryana,TRUE,2016-04-07,2025-08-18,,9.2,Infidelity,No,Yes,Family Intervention,Pending,21,NA,No,1,Low,Yes,Friends,Yes,No,30,30
1279,Gurgaon,Haryana,TRUE,2011-04-12,2018-08-11,2018-03-09,6.9,Infidelity,Yes,Yes,Family Intervention,Pending,10,Mother,No,1,Low,Yes,None,No,No,26,27
1280,Mumbai,Maharashtra,TRUE,2017-02-18,2020-10-21,2021-08-02,4.5,Lack of Communication,Yes,Yes,Mediation,Reconciled,18,NA,No,0,Medium,Yes,NGO,Yes,No,27,33
1281,Bengaluru,Karnataka,TRUE,2012-11-14,2018-01-12,,12.6,Infidelity,Yes,No,Reconciliation,Settled,5,NA,No,0,High,Yes,Friends,No,No,24,28
1282,Ahmedabad,Gujarat,TRUE,2010-03-11,2018-09-25,,15.3,Infidelity,Yes,Yes,Divorce,Pending,12,NA,Yes,2,Medium,Yes,Parents,No,No,25,26
1283,Mumbai,Maharashtra,TRUE,2014-09-09,2023-03-29,2025-04-12,10.6,Financial Stress,No,No,Mediation,Settled,11,Joint,Yes,2,Low,Yes,Parents,No,No,25,28
1284,Kolkata,West Bengal,TRUE,2014-09-20,2018-10-04,,10.8,Domestic Violence,Yes,No,Mediation,Pending,8,NA,Yes,0,Medium,Yes,Friends,Yes,No,28,31
1285,Chennai,Tamil Nadu,TRUE,2010-12-04,2019-10-25,,14.6,Lack of Compatibility,Yes,Yes,Reconciliation,Settled,15,NA,No,2,Low,No,Parents,Yes,Yes,23,25
1286,Delhi,Delhi,TRUE,2014-01-29,2020-01-28,2022-05-24,8.3,Work-Life Imbalance,Yes,No,Counseling,Ongoing,16,Father,No,1,Medium,Yes,NGO,No,No,31,36
1287,Delhi,Delhi,TRUE,2013-07-19,2020-03-07,2020-06-24,6.9,Work-Life Imbalance,No,No,Counseling,Pending,12,Father,Yes,1,Medium,No,Parents,No,No,24,29
1288,Kolkata,West Bengal,TRUE,2012-05-27,2022-12-11,,13.1,Career Prioritization,Yes,Yes,Divorce,Reconciled,15,NA,No,0,Medium,Yes,Friends,No,No,30,35
1289,Hyderabad,Telangana,TRUE,2019-12-05,2023-05-09,,5.6,Career Prioritization,Yes,No,Reconciliation,Pending,21,NA,No,1,Low,No,Friends,No,No,26,28
1290,Bengaluru,Karnataka,TRUE,2016-08-23,2025-11-29,,8.9,Lack of Communication,No,No,Divorce,Reconciled,7,Father,No,1,Medium,No,Friends,No,No,27,33
1291,Bengaluru,Karnataka,TRUE,2019-09-16,,,5.8,Work-Life Imbalance,No,Yes,Counseling,Pending,8,NA,Yes,1,Low,Yes,None,No,No,32,37
1292,Hyderabad,Telangana,TRUE,2014-11-14,2020-04-01,,10.6,Work-Life Imbalance,No,Yes,Reconciliation,Pending,8,NA,No,0,High,Yes,Friends,No,No,31,37
1293,Mumbai,Maharashtra,TRUE,2012-06-21,2021-03-13,,13.0,Infidelity,No,Yes,Reconciliation,Ongoing,18,NA,No,0,Medium,Yes,None,No,No,27,30
1294,Pune,Maharashtra,TRUE,2016-07-31,2025-07-03,,8.9,Infidelity,Yes,No,Family Intervention,Reconciled,21,NA,No,1,Low,No,Parents,No,No,30,34
1295,Mumbai,Maharashtra,TRUE,2018-08-19,2024-08-19,,6.9,Infidelity,Yes,No,Counseling,Ongoing,11,NA,No,0,Low,Yes,Friends,No,No,25,26
1296,Chennai,Tamil Nadu,TRUE,2011-02-03,2020-05-17,2020-11-03,9.8,Unrealistic Expectations,Yes,No,Divorce,Settled,18,Mother,Yes,2,Medium,Yes,Friends,No,No,32,38
1297,Chennai,Tamil Nadu,TRUE,2010-02-17,2016-12-19,2017-08-21,7.5,Career Prioritization,No,Yes,Divorce,Ongoing,5,NA,No,0,High,Yes,Parents,Yes,No,30,30
1298,Gurgaon,Haryana,TRUE,2013-03-20,2017-08-28,,12.3,Domestic Violence,No,Yes,Reconciliation,Settled,8,NA,No,1,Low,Yes,NGO,No,No,31,31
1299,Pune,Maharashtra,TRUE,2018-10-27,2023-04-04,2023-05-31,4.6,Financial Stress,Yes,Yes,Divorce,Settled,14,Father,Yes,1,Medium,Yes,None,Yes,No,28,34
1300,Gurgaon,Haryana,TRUE,2015-06-26,2021-01-07,,10.0,Career Prioritization,Yes,No,Family Intervention,Pending,18,NA,Yes,1,Low,Yes,None,No,No,25,26
1301,Pune,Maharashtra,TRUE,2015-04-25,2025-08-29,,10.2,Work-Life Imbalance,Yes,No,Family Intervention,Reconciled,6,NA,No,1,High,Yes,Parents,No,No,27,31
1302,Noida,Uttar Pradesh,TRUE,2011-12-11,2021-04-14,,13.6,In-Laws Conflict,Yes,No,Family Intervention,Ongoing,19,NA,No,1,Low,No,NGO,No,No,29,31
1303,Noida,Uttar Pradesh,TRUE,2015-11-24,2021-05-21,2022-12-15,7.1,Career Prioritization,Yes,Yes,Counseling,Settled,19,NA,No,0,High,Yes,Friends,No,No,31,37
1304,Noida,Uttar Pradesh,TRUE,2014-12-24,2023-12-24,,10.5,In-Laws Conflict,No,Yes,Counseling,Pending,15,NA,No,1,Low,Yes,Parents,No,No,30,33
1305,Kolkata,West Bengal,TRUE,2016-01-27,2024-02-19,,9.4,Career Prioritization,Yes,No,Family Intervention,Settled,7,NA,No,1,Low,No,Friends,No,No,31,35
1306,Pune,Maharashtra,TRUE,2015-11-18,2021-12-10,,9.6,Domestic Violence,Yes,No,Counseling,Settled,12,NA,No,1,Medium,Yes,NGO,No,No,25,27
1307,Delhi,Delhi,TRUE,2010-01-19,2020-04-30,,15.5,Domestic Violence,No,No,Family Intervention,Ongoing,6,NA,No,1,Low,No,NGO,Yes,No,26,26
1308,Mumbai,Maharashtra,TRUE,2014-06-28,2017-11-16,,11.0,Domestic Violence,Yes,Yes,Divorce,Ongoing,20,NA,Yes,1,Medium,Yes,Parents,No,No,32,34
1309,Gurgaon,Haryana,TRUE,2019-07-01,2025-12-11,,6.0,Infidelity,Yes,No,Mediation,Ongoing,8,NA,Yes,1,High,Yes,NGO,No,No,30,33
1310,Mumbai,Maharashtra,TRUE,2010-09-07,2016-11-25,2016-05-05,5.7,Lack of Communication,Yes,No,Family Intervention,Settled,9,Father,Yes,1,Low,No,Friends,No,No,23,24
1311,Pune,Maharashtra,TRUE,2016-08-20,2024-01-06,,8.9,Lack of Compatibility,No,No,Divorce,Reconciled,20,NA,Yes,1,High,Yes,Parents,No,No,26,31
1312,Hyderabad,Telangana,TRUE,2017-07-06,,,8.0,In-Laws Conflict,Yes,No,Counseling,Pending,17,NA,No,1,High,Yes,None,No,No,29,35
1313,Chennai,Tamil Nadu,TRUE,2019-11-21,2023-05-26,2024-07-08,4.6,Financial Stress,No,No,Family Intervention,Reconciled,9,Father,No,1,Low,Yes,Friends,Yes,No,32,35
1314,Ahmedabad,Gujarat,TRUE,2012-03-16,2022-01-28,2022-07-13,10.3,Work-Life Imbalance,No,No,Mediation,Ongoing,21,NA,No,0,Low,Yes,Parents,No,No,30,31
1315,Pune,Maharashtra,TRUE,2013-02-13,2023-12-15,,12.4,Lack of Compatibility,No,Yes,Mediation,Ongoing,5,NA,No,0,Medium,No,Friends,Yes,No,29,30
1316,Noida,Uttar Pradesh,TRUE,2013-01-28,2018-01-04,2019-07-21,6.5,Lack of Communication,No,No,Counseling,Pending,13,NA,No,1,Medium,No,Parents,No,No,29,33
1317,Bengaluru,Karnataka,TRUE,2016-05-10,2020-03-02,,9.1,Lack of Communication,No,Yes,Mediation,Ongoing,6,NA,No,1,High,No,None,No,Yes,29,35
1318,Bengaluru,Karnataka,TRUE,2011-11-12,2016-07-19,2017-02-25,5.3,Unrealistic Expectations,Yes,Yes,Counseling,Settled,19,NA,Yes,0,Low,No,None,No,No,23,24
1319,Bengaluru,Karnataka,TRUE,2010-02-01,2017-03-25,,15.4,Infidelity,Yes,No,Family Intervention,Reconciled,15,NA,No,1,High,No,NGO,No,No,25,28
1320,Noida,Uttar Pradesh,TRUE,2011-03-24,2014-07-31,,14.3,Domestic Violence,No,Yes,Reconciliation,Settled,8,NA,No,1,Medium,No,Parents,No,No,32,36
1321,Bengaluru,Karnataka,TRUE,2010-04-30,2020-07-20,2021-02-22,10.8,In-Laws Conflict,No,No,Mediation,Ongoing,5,NA,No,1,Medium,No,NGO,No,No,24,26
1322,Delhi,Delhi,TRUE,2010-07-17,2020-10-07,,15.0,Lack of Compatibility,Yes,No,Mediation,Ongoing,7,NA,No,1,Low,Yes,Parents,No,Yes,27,31
1323,Pune,Maharashtra,TRUE,2014-09-28,2024-04-27,2025-03-02,10.4,In-Laws Conflict,Yes,No,Mediation,Settled,16,NA,No,0,Low,Yes,None,No,No,29,32
1324,Gurgaon,Haryana,TRUE,2010-02-07,2016-10-30,2016-06-29,6.4,Infidelity,Yes,No,Counseling,Pending,12,NA,Yes,0,High,No,Friends,No,No,24,28
1325,Delhi,Delhi,TRUE,2018-05-02,2022-05-01,,7.2,Lack of Communication,No,No,Family Intervention,Ongoing,8,NA,Yes,0,Medium,No,Friends,No,No,32,38
1326,Ahmedabad,Gujarat,TRUE,2019-04-11,,,6.2,Unrealistic Expectations,No,Yes,Reconciliation,Settled,14,Father,No,1,Medium,Yes,Parents,Yes,No,29,31
1327,Kolkata,West Bengal,TRUE,2017-04-06,2024-05-07,2024-01-06,6.8,Infidelity,No,No,Reconciliation,Reconciled,6,NA,No,0,High,Yes,Friends,No,No,24,28
1328,Chennai,Tamil Nadu,TRUE,2012-03-31,2020-09-18,2022-10-11,10.5,Financial Stress,No,Yes,Family Intervention,Ongoing,19,Joint,Yes,1,Low,No,Parents,No,No,32,34
1329,Pune,Maharashtra,TRUE,2010-07-15,2016-07-07,2017-08-21,7.1,Career Prioritization,Yes,No,Family Intervention,Ongoing,16,Father,No,1,Medium,No,None,No,No,25,28
1330,Mumbai,Maharashtra,TRUE,2010-11-25,2020-09-23,2021-10-20,10.9,Work-Life Imbalance,Yes,No,Counseling,Reconciled,21,Mother,Yes,1,Low,Yes,NGO,No,No,26,26
1331,Chennai,Tamil Nadu,TRUE,2017-10-15,2022-11-01,,7.7,Lack of Compatibility,Yes,Yes,Divorce,Reconciled,22,NA,Yes,0,High,No,None,No,No,32,38
1332,Chennai,Tamil Nadu,TRUE,2011-06-27,2014-10-28,2014-05-27,2.9,In-Laws Conflict,No,No,Mediation,Pending,18,Mother,Yes,2,Medium,No,NGO,No,No,26,29
1333,Hyderabad,Telangana,TRUE,2011-11-29,2015-03-20,2015-12-20,4.1,Career Prioritization,No,Yes,Counseling,Pending,9,Joint,Yes,1,Medium,No,Friends,No,No,23,26
1334,Hyderabad,Telangana,TRUE,2010-03-21,2014-02-03,2016-03-28,6.0,Domestic Violence,Yes,No,Mediation,Settled,8,Mother,No,1,High,Yes,None,No,No,30,30
1335,Ahmedabad,Gujarat,TRUE,2019-11-26,2022-04-26,,5.6,Lack of Compatibility,Yes,No,Counseling,Ongoing,9,NA,Yes,0,Low,No,Parents,No,No,24,24
1336,Noida,Uttar Pradesh,TRUE,2015-07-26,2020-03-25,2020-02-06,4.5,Financial Stress,No,Yes,Divorce,Reconciled,14,Mother,No,1,Medium,No,None,No,No,23,26
1337,Mumbai,Maharashtra,TRUE,2015-02-01,2021-01-06,,10.4,Lack of Compatibility,No,No,Reconciliation,Settled,6,NA,No,2,Medium,No,NGO,No,No,27,30
1338,Delhi,Delhi,TRUE,2015-10-29,2018-07-21,,9.7,Lack of Communication,Yes,No,Family Intervention,Reconciled,8,NA,No,1,High,Yes,Friends,No,No,23,26
1339,Gurgaon,Haryana,TRUE,2016-10-03,2020-02-17,2021-10-06,5.0,Financial Stress,Yes,No,Divorce,Reconciled,22,NA,No,0,High,No,None,No,No,27,32
1340,Mumbai,Maharashtra,TRUE,2013-08-09,2023-05-13,,11.9,Lack of Communication,Yes,No,Reconciliation,Reconciled,12,NA,Yes,1,Low,Yes,Friends,No,No,24,28
1341,Hyderabad,Telangana,TRUE,2011-06-27,2016-06-16,2018-10-02,7.3,Work-Life Imbalance,No,No,Divorce,Settled,21,Father,No,2,Medium,No,NGO,No,No,27,29
1342,Delhi,Delhi,TRUE,2016-01-16,2023-05-20,,9.5,Infidelity,Yes,No,Counseling,Settled,10,NA,Yes,2,Medium,Yes,Parents,No,Yes,25,30
1343,Hyderabad,Telangana,TRUE,2011-11-19,2014-10-29,,13.6,Unrealistic Expectations,Yes,Yes,Mediation,Pending,12,NA,No,2,Medium,Yes,None,No,No,23,28
1344,Kolkata,West Bengal,TRUE,2011-03-18,2018-10-13,2020-01-10,8.8,Financial Stress,Yes,Yes,Mediation,Reconciled,20,Joint,No,1,High,Yes,NGO,No,Yes,30,33
1345,Chennai,Tamil Nadu,TRUE,2010-03-02,2019-01-23,2021-04-01,11.1,Financial Stress,No,No,Family Intervention,Reconciled,20,NA,No,0,High,Yes,Parents,Yes,No,25,31
1346,Ahmedabad,Gujarat,TRUE,2013-08-17,2021-08-06,2023-03-06,9.6,Unrealistic Expectations,No,No,Divorce,Reconciled,14,NA,Yes,1,Medium,Yes,None,No,No,23,24
1347,Pune,Maharashtra,TRUE,2016-07-04,2019-11-30,,9.0,Lack of Communication,Yes,No,Reconciliation,Settled,14,NA,Yes,0,Medium,No,NGO,No,No,26,31
1348,Kolkata,West Bengal,TRUE,2011-07-02,2016-06-24,,14.0,Lack of Communication,Yes,No,Divorce,Pending,6,NA,No,1,Medium,Yes,Parents,No,No,28,30
1349,Noida,Uttar Pradesh,TRUE,2014-12-25,2018-07-04,2019-01-31,4.1,Career Prioritization,No,Yes,Divorce,Ongoing,12,Mother,No,1,High,Yes,NGO,Yes,No,27,32
1350,Ahmedabad,Gujarat,TRUE,2011-01-21,2015-03-06,2016-04-27,5.3,Lack of Compatibility,No,Yes,Divorce,Reconciled,13,Joint,Yes,1,Medium,No,Parents,No,No,31,33
1351,Hyderabad,Telangana,TRUE,2015-06-01,2021-08-14,2022-04-30,6.9,Lack of Communication,Yes,No,Counseling,Ongoing,22,Joint,No,1,Medium,Yes,Parents,No,No,23,29
1352,Bengaluru,Karnataka,TRUE,2014-07-21,2017-10-20,2017-03-23,2.7,Infidelity,No,No,Reconciliation,Reconciled,20,Father,Yes,1,Low,No,Parents,No,No,25,30
1353,Bengaluru,Karnataka,TRUE,2019-11-17,2024-03-21,,5.6,Infidelity,No,No,Family Intervention,Ongoing,6,NA,Yes,0,Medium,Yes,NGO,No,No,25,31
1354,Ahmedabad,Gujarat,TRUE,2015-08-15,2024-08-14,,9.9,Domestic Violence,Yes,No,Mediation,Settled,21,NA,No,2,Low,No,NGO,No,No,30,31
1355,Gurgaon,Haryana,TRUE,2018-05-01,2022-11-10,,7.2,Financial Stress,Yes,Yes,Reconciliation,Ongoing,17,NA,Yes,1,Low,Yes,None,No,No,23,24
1356,Mumbai,Maharashtra,TRUE,2011-08-01,2015-08-04,2017-04-12,5.7,In-Laws Conflict,Yes,Yes,Mediation,Pending,13,NA,Yes,2,Medium,Yes,Friends,No,No,32,37
1357,Chennai,Tamil Nadu,TRUE,2015-09-25,2022-10-04,2023-09-10,8.0,Work-Life Imbalance,Yes,Yes,Family Intervention,Reconciled,21,Joint,Yes,1,Low,Yes,Friends,Yes,No,26,28
1358,Kolkata,West Bengal,TRUE,2015-03-18,2021-06-12,2023-01-13,7.8,Lack of Compatibility,Yes,No,Mediation,Settled,7,NA,No,0,High,Yes,NGO,No,No,28,33
1359,Noida,Uttar Pradesh,TRUE,2019-02-08,,,6.4,Work-Life Imbalance,No,Yes,Family Intervention,Settled,15,Mother,No,1,Medium,Yes,None,No,No,29,31
1360,Bengaluru,Karnataka,TRUE,2018-08-28,2025-06-17,,6.8,Infidelity,Yes,No,Reconciliation,Reconciled,15,Joint,No,1,Medium,Yes,Friends,No,No,24,26
1361,Gurgaon,Haryana,TRUE,2019-10-22,2025-08-13,,5.7,Career Prioritization,Yes,No,Divorce,Settled,16,NA,Yes,2,High,No,Friends,Yes,No,32,32
1362,Noida,Uttar Pradesh,TRUE,2012-07-24,2018-11-25,,12.9,Domestic Violence,Yes,Yes,Mediation,Settled,13,NA,No,1,High,Yes,None,Yes,No,25,31
1363,Pune,Maharashtra,TRUE,2018-05-25,,,7.1,In-Laws Conflict,No,No,Divorce,Pending,18,Mother,Yes,1,Low,Yes,Friends,Yes,No,27,32
1364,Bengaluru,Karnataka,TRUE,2015-12-28,2023-01-16,2024-09-10,8.7,Lack of Communication,No,Yes,Mediation,Pending,13,Father,No,1,Medium,Yes,None,No,No,28,32
1365,Mumbai,Maharashtra,TRUE,2014-08-26,2023-12-25,2025-06-17,10.8,Infidelity,No,Yes,Reconciliation,Settled,13,NA,No,0,High,Yes,None,No,No,32,38
1366,Ahmedabad,Gujarat,TRUE,2011-12-26,2017-10-03,2019-08-28,7.7,Work-Life Imbalance,Yes,No,Counseling,Ongoing,16,Mother,No,1,Low,No,Friends,Yes,No,31,34
1367,Pune,Maharashtra,TRUE,2015-02-01,2022-03-22,2024-03-07,9.1,Domestic Violence,No,Yes,Reconciliation,Settled,9,NA,No,2,High,No,Parents,No,No,29,33
1368,Mumbai,Maharashtra,TRUE,2011-03-16,2014-06-01,2016-06-30,5.3,Lack of Communication,Yes,No,Family Intervention,Settled,9,Joint,Yes,1,Low,Yes,Parents,No,No,30,30
1369,Bengaluru,Karnataka,TRUE,2012-11-22,2016-08-11,,12.6,Financial Stress,No,No,Mediation,Settled,8,NA,No,1,Low,Yes,Parents,No,No,31,35
1370,Delhi,Delhi,TRUE,2012-08-05,2022-10-22,2023-06-07,10.8,Domestic Violence,Yes,No,Mediation,Reconciled,17,NA,Yes,0,Medium,No,None,No,No,26,26
1371,Mumbai,Maharashtra,TRUE,2012-01-02,2022-02-11,,13.5,Lack of Compatibility,Yes,Yes,Divorce,Ongoing,18,NA,Yes,1,Medium,No,Friends,Yes,No,27,29
1372,Pune,Maharashtra,TRUE,2018-08-05,,,6.9,Domestic Violence,Yes,No,Family Intervention,Ongoing,14,Father,Yes,2,Medium,Yes,Friends,No,No,27,29
1373,Kolkata,West Bengal,TRUE,2010-12-01,2017-11-10,,14.6,In-Laws Conflict,Yes,No,Divorce,Reconciled,16,NA,Yes,2,Medium,Yes,Parents,Yes,No,31,35
1374,Pune,Maharashtra,TRUE,2015-04-04,2025-09-29,,10.2,Lack of Communication,No,No,Counseling,Settled,13,NA,No,2,High,Yes,Parents,Yes,No,28,34
1375,Ahmedabad,Gujarat,TRUE,2013-07-22,2018-04-11,2020-03-03,6.6,In-Laws Conflict,No,No,Family Intervention,Reconciled,6,Joint,No,1,Low,Yes,Parents,No,No,25,29
1376,Mumbai,Maharashtra,TRUE,2013-10-21,2016-12-01,2016-09-03,2.9,Domestic Violence,Yes,No,Divorce,Pending,6,Mother,Yes,2,Medium,Yes,NGO,No,No,32,34
1377,Bengaluru,Karnataka,TRUE,2010-11-27,2016-09-26,,14.6,Unrealistic Expectations,Yes,No,Family Intervention,Settled,22,NA,No,1,Low,Yes,Parents,Yes,No,28,34
1378,Chennai,Tamil Nadu,TRUE,2014-10-21,2020-12-14,2022-07-31,7.8,Infidelity,Yes,No,Mediation,Settled,14,NA,Yes,0,Low,No,None,No,Yes,29,31
1379,Pune,Maharashtra,TRUE,2015-05-25,2024-02-22,,10.1,Lack of Communication,No,No,Mediation,Ongoing,5,NA,Yes,1,High,Yes,NGO,Yes,No,23,29
1380,Bengaluru,Karnataka,TRUE,2018-04-03,2022-03-01,2023-08-28,5.4,Lack of Compatibility,Yes,Yes,Reconciliation,Ongoing,21,Mother,Yes,1,Medium,Yes,Parents,No,No,25,31
1381,Pune,Maharashtra,TRUE,2018-02-23,,,7.4,Financial Stress,Yes,No,Mediation,Pending,14,NA,Yes,0,Medium,Yes,NGO,No,No,31,35
1382,Noida,Uttar Pradesh,TRUE,2017-03-09,2023-02-07,,8.3,Domestic Violence,Yes,No,Reconciliation,Reconciled,6,NA,No,2,Low,Yes,NGO,Yes,No,32,35
1383,Mumbai,Maharashtra,TRUE,2015-05-22,2018-03-28,,10.1,Lack of Compatibility,No,No,Family Intervention,Ongoing,5,NA,Yes,0,High,Yes,Parents,No,No,26,32
1384,Pune,Maharashtra,TRUE,2014-02-10,2019-05-13,2021-04-24,7.2,Financial Stress,Yes,No,Counseling,Ongoing,12,Mother,Yes,2,Low,No,NGO,No,No,32,32
1385,Chennai,Tamil Nadu,TRUE,2014-06-18,2017-08-19,2019-02-21,4.7,In-Laws Conflict,Yes,No,Reconciliation,Reconciled,14,Father,No,2,High,No,Friends,Yes,No,30,32
1386,Noida,Uttar Pradesh,TRUE,2011-05-26,2019-12-22,,14.1,Lack of Compatibility,Yes,Yes,Reconciliation,Settled,11,NA,Yes,1,High,Yes,None,No,No,30,31
1387,Mumbai,Maharashtra,TRUE,2012-07-27,2018-01-30,2020-06-15,7.9,Unrealistic Expectations,Yes,No,Family Intervention,Ongoing,22,Mother,Yes,1,Medium,No,None,No,No,26,27
1388,Ahmedabad,Gujarat,TRUE,2019-08-25,2024-01-14,2024-08-13,5.0,Domestic Violence,Yes,No,Divorce,Pending,14,NA,Yes,0,Low,Yes,None,No,Yes,32,37
1389,Chennai,Tamil Nadu,TRUE,2019-08-27,2024-11-26,2025-03-04,5.5,Unrealistic Expectations,No,No,Divorce,Reconciled,17,NA,No,0,High,Yes,Friends,Yes,No,31,35
1390,Gurgaon,Haryana,TRUE,2012-11-17,2022-07-10,2022-06-21,9.6,Lack of Communication,Yes,No,Counseling,Settled,8,Mother,Yes,1,Medium,Yes,None,No,No,25,27
1391,Hyderabad,Telangana,TRUE,2015-04-27,2021-05-05,2023-06-18,8.1,In-Laws Conflict,Yes,No,Counseling,Pending,16,Mother,No,2,Low,Yes,Friends,No,Yes,28,34
